City,Year,Latitude,Longitude
Firenze,1495,43.7697955,11.2556404
Roma,1475,41.8933203,12.4829321
Strasbourg,1487,48.584614,7.7507127
Bologna,1500,44.4938203,11.3426327
Augsburg,1472,48.3690341,10.8979522
Nürnberg,1496,49.453872,11.077298
Lyon,1486,45.7578137,4.8320114
Augsburg,1500,48.3690341,10.8979522
Genève,1479,46.2017559,6.1466014
Venezia,1493,45.4371908,12.3345898
Leipzig,1499,51.3406321,12.3747329
Lyon,1490,45.7578137,4.8320114
Venezia,1498,45.4371908,12.3345898
Strasbourg,1490,48.584614,7.7507127
Bologna,1485,44.4938203,11.3426327
Leipzig,1480,51.3406321,12.3747329
Antwerpen,1500,51.2211097,4.3997081
Heidelberg,1485,49.4093582,8.694724
Paris,1495,48.8534951,2.3483915
Venezia,1497,45.4371908,12.3345898
Nürnberg,1492,49.453872,11.077298
Lisboa,1492,38.7077507,-9.1365919
Paris,1494,48.8534951,2.3483915
Venezia,1500,45.4371908,12.3345898
Huete,1487,40.143961,-2.6912644
Augsburg,1473,48.3690341,10.8979522
Köln,1470,50.938361,6.959974
Paris,1496,48.8534951,2.3483915
Leipzig,1497,51.3406321,12.3747329
Köln,1474,50.938361,6.959974
Augsburg,1492,48.3690341,10.8979522
Firenze,1477,43.7697955,11.2556404
Antwerpen,1495,51.2211097,4.3997081
Paris,1485,48.8534951,2.3483915
Deventer,1499,52.2694896,6.2364886
Strasbourg,1470,48.584614,7.7507127
Roma,1493,41.8933203,12.4829321
Lérida,1485,41.6147605,0.6267842
Venezia,1495,45.4371908,12.3345898
Venezia,1482,45.4371908,12.3345898
Roma,1485,41.8933203,12.4829321
Milano,1493,45.4641943,9.1896346
Vicenza,1481,45.6348591,11.4063543
Lyon,1490,45.7578137,4.8320114
Deventer,1479,52.2694896,6.2364886
Firenze,1490,43.7697955,11.2556404
Leipzig,1497,51.3406321,12.3747329
Lyon,1485,45.7578137,4.8320114
Passau,1490,48.5748229,13.4609744
Hagenau,1491,48.8172236,7.7885978
Paris,1473,48.8534951,2.3483915
Freiburg im Breisgau,1491,47.9960901,7.8494005
Sevilla,1492,37.3886303,-5.9953403
Augsburg,1499,48.3690341,10.8979522
Firenze,1491,43.7697955,11.2556404
Basel,1498,47.5581077,7.5878261
Lyon,1499,45.7578137,4.8320114
Reutlingen,1492,48.4919508,9.2114144
Caen,1500,49.1813403,-0.3635615
Bologna,1474,44.4938203,11.3426327
Augsburg,1485,48.3690341,10.8979522
Köln,1477,50.938361,6.959974
Basel,1496,47.5581077,7.5878261
Paris,1483,48.8534951,2.3483915
Lyon,1487,45.7578137,4.8320114
Mainz,1488,49.9995205,8.2736253
Den Bosch,1487,51.6889387,5.303116
Rouen,1480,49.4404591,1.0939658
Paris,1499,48.8534951,2.3483915
Utrecht,1474,52.0907006,5.1215634
Bologna,1495,44.4938203,11.3426327
Ulm,1500,48.3984968,9.9912458
Leipzig,1495,51.3406321,12.3747329
Lyon,1498,45.7578137,4.8320114
Köln,1493,50.938361,6.959974
Paris,1497,48.8534951,2.3483915
Augsburg,1471,48.3690341,10.8979522
Roma,1500,41.8933203,12.4829321
Angers,1493,47.4739884,-0.5515588
Lyon,1495,45.7578137,4.8320114
Paris,1498,48.8534951,2.3483915
Deventer,1480,52.2694896,6.2364886
Valladolid,1497,41.6521807,-4.728605
Lyon,1493,45.7578137,4.8320114
Lyon,1495,45.7578137,4.8320114
Venezia,1490,45.4371908,12.3345898
Venezia,1475,45.4371908,12.3345898
Milano,1485,45.4641943,9.1896346
Roma,1494,41.8933203,12.4829321
Lyon,1480,45.7578137,4.8320114
London,1484,51.4893335,-0.1440551
Köln,1470,50.938361,6.959974
Firenze,1494,43.7697955,11.2556404
Strasbourg,1495,48.584614,7.7507127
Venezia,1489,45.4371908,12.3345898
Firenze,1496,43.7697955,11.2556404
Venezia,1496,45.4371908,12.3345898
Milano,1489,45.4641943,9.1896346
Valencia,1486,39.4697065,-0.3763353
Lyon,1492,45.7578137,4.8320114
Venezia,1500,45.4371908,12.3345898
Leipzig,1497,51.3406321,12.3747329
Strasbourg,1473,48.584614,7.7507127
Ferrara,1485,44.7667642,11.827939
Ulm,1500,48.3984968,9.9912458
Augsburg,1482,48.3690341,10.8979522
Roma,1470,41.8933203,12.4829321
London,1497,51.4893335,-0.1440551
Venezia,1499,45.4371908,12.3345898
Köln,1490,50.938361,6.959974
Strasbourg,1491,48.584614,7.7507127
Hagenau,1495,48.8172236,7.7885978
Paris,1500,48.8534951,2.3483915
Nürnberg,1477,49.453872,11.077298
Venezia,1484,45.4371908,12.3345898
Paris,1489,48.8534951,2.3483915
Salamanca,1492,40.9651572,-5.6640182
Paris,1486,48.8534951,2.3483915
Firenze,1485,43.7697955,11.2556404
Köln,1473,50.938361,6.959974
Antwerpen,1491,51.2211097,4.3997081
Ulm,1480,48.3984968,9.9912458
Firenze,1478,43.7697955,11.2556404
Strasbourg,1489,48.584614,7.7507127
Paris,1498,48.8534951,2.3483915
Roma,1471,41.8933203,12.4829321
Paris,1495,48.8534951,2.3483915
Paris,1499,48.8534951,2.3483915
Toledo,1486,39.8560679,-4.0239568
Milano,1485,45.4641943,9.1896346
Nürnberg,1486,49.453872,11.077298
Paris,1484,48.8534951,2.3483915
Venezia,1494,45.4371908,12.3345898
Venezia,1480,45.4371908,12.3345898
Leipzig,1495,51.3406321,12.3747329
Sevilla,1497,37.3886303,-5.9953403
London,1492,51.4893335,-0.1440551
Leipzig,1499,51.3406321,12.3747329
Nürnberg,1483,49.453872,11.077298
Ulm,1486,48.3984968,9.9912458
Bologna,1493,44.4938203,11.3426327
Paris,1500,48.8534951,2.3483915
Köln,1470,50.938361,6.959974
Lyon,1496,45.7578137,4.8320114
Nürnberg,1500,49.453872,11.077298
